Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
unisex-society-state-of-mind-california,Unisex Society State of Mind - California,Size,XL,Color,Grey,,,ca-ssom-xl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-california,Unisex Society State of Mind - California,Size,2XL,Color,Grey,,,ca-ssom-xxl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-california,Unisex Society State of Mind - California,Size,3XL,Color,Grey,,,ca-ssom-xxxl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-california,Unisex Society State of Mind - California,Size,4XL,Color,Grey,,,ca-ssom-4xl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,S,Color,Black,,,ct-ssom-s-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,M,Color,Black,,,ct-ssom-m-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,L,Color,Black,,,ct-ssom-l-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,XL,Color,Black,,,ct-ssom-xl-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,2XL,Color,Black,,,ct-ssom-xxl-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,3XL,Color,Black,,,ct-ssom-xxxl-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,4XL,Color,Black,,,ct-ssom-4xl-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,S,Color,Grey,,,ct-ssom-s-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,M,Color,Grey,,,ct-ssom-m-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,L,Color,Grey,,,ct-ssom-l-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,XL,Color,Grey,,,ct-ssom-xl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,2XL,Color,Grey,,,ct-ssom-xxl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,3XL,Color,Grey,,,ct-ssom-xxxl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-connecticut,Unisex Society State of Mind - Connecticut,Size,4XL,Color,Grey,,,ct-ssom-4xl-g,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-florida,Unisex Society State of Mind - Florida,Size,S,Color,Black,,,fl-ssom-s-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-florida,Unisex Society State of Mind - Florida,Size,M,Color,Black,,,fl-ssom-m-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-florida,Unisex Society State of Mind - Florida,Size,L,Color,Black,,,fl-ssom-l-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-florida,Unisex Society State of Mind - Florida,Size,XL,Color,Black,,,fl-ssom-xl-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-florida,Unisex Society State of Mind - Florida,Size,2XL,Color,Black,,,fl-ssom-xxl-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-florida,Unisex Society State of Mind - Florida,Size,3XL,Color,Black,,,fl-ssom-xxxl-b,,,Underground Sports Shop,,0,0,0,0,0,
unisex-society-state-of-mind-florida,Unisex Society State of Mind - Florida,Size,4XL,Color,Black,,,fl-ssom-4xl-b,,,Underground Sports Shop,,0,0,0,0,0,
the-greek-letter-tee,Greek Letter Tee,Size,2XL,,,,,uni-fitted-greek-tee-05-2xl,,,Underground Sports Shop,,0,0,0,0,0,
the-greek-letter-tee,Greek Letter Tee,Size,3XL,,,,,uni-fitted-greek-tee-06-3xl,,,Underground Sports Shop,,0,0,0,0,0,
the-greek-letter-tee,Greek Letter Tee,Size,4XL,,,,,uni-fitted-greek-tee-07-4xl,,,Underground Sports Shop,,0,0,0,0,0,
team-nsls-baseball-tee,Baseball tee,Size,S,,,,,baseall-raglan-01-s,,,Underground Sports Shop,,0,0,0,0,0,
team-nsls-baseball-tee,Baseball tee,Size,M,,,,,baseall-raglan-02-m,,,Underground Sports Shop,,0,0,0,0,0,
team-nsls-baseball-tee,Baseball tee,Size,L,,,,,baseall-raglan-03-l,,,Underground Sports Shop,,0,0,0,0,0,
team-nsls-baseball-tee,Baseball tee,Size,XL,,,,,baseall-raglan-04-xl,,,Underground Sports Shop,,0,0,0,0,0,
team-nsls-baseball-tee,Baseball tee,Size,2XL,,,,,baseall-raglan-05-2xl,,,Underground Sports Shop,,0,0,0,0,0,
team-nsls-baseball-tee,Baseball tee,Size,3XL,,,,,baseall-raglan-06-3xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-cap,NSLS GREEK LETTER CAPS,Color,Black,,,,,society-cap-black,,,Underground Sports Shop,,0,0,2,12,14,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,XS,,,,,mens-polo-red-00-xs,,,Underground Sports Shop,,0,0,0,2,2,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,S,,,,,mens-polo-red-01-s,,,Underground Sports Shop,,0,0,0,0,0,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,M,,,,,mens-polo-red-02-m,,,Underground Sports Shop,,0,0,0,0,0,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,L,,,,,mens-polo-red-03-l,,,Underground Sports Shop,,0,0,0,0,0,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,XL,,,,,mens-polo-red-04-xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,2XL,,,,,mens-polo-red-05-2xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,3XL,,,,,mens-polo-red-06-3xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-relaxed-fit-ogio-polo-red,NSLS Relaxed Fit OGIO Polo - Red,Size,4XL,,,,,mens-polo-red-07-4xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,XS,,,,,mens-polo-black-00-xs,,,Underground Sports Shop,,0,0,0,2,2,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,S,,,,,mens-polo-black-01-s,,,Underground Sports Shop,,0,0,0,8,8,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,M,,,,,mens-polo-black-02-m,,,Underground Sports Shop,,0,0,0,10,10,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,L,,,,,mens-polo-black-03-l,,,Underground Sports Shop,,0,0,0,5,5,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,XL,,,,,mens-polo-black-04-xl,,,Underground Sports Shop,,0,0,0,6,6,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,2XL,,,,,mens-polo-black-05-2xl,,,Underground Sports Shop,,0,0,0,8,8,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,3XL,,,,,mens-polo-black-06-3xl,,,Underground Sports Shop,,0,0,0,1,1,
nsls-relaxed-fit-ogio-polo-black,NSLS Relaxed Fit OGIO Polo - Black,Size,4XL,,,,,mens-polo-black-07-4xl,,,Underground Sports Shop,,0,0,0,10,10,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,XS,,,,,womens-polo-red-00-xs,,,Underground Sports Shop,,0,0,0,9,9,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,S,,,,,womens-polo-red-01-s,,,Underground Sports Shop,,0,0,0,0,0,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,M,,,,,womens-polo-red-02-m,,,Underground Sports Shop,,0,0,0,0,0,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,L,,,,,womens-polo-red-03-l,,,Underground Sports Shop,,0,0,0,0,0,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,XL,,,,,womens-polo-red-04-xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,2XL,,,,,womens-polo-red-05-2xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,3XL,,,,,womens-polo-red-06-3xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-contoured-fit-ogio-polo-red,NSLS Contoured Fit OGIO Polo - Women's - Red,Size,4XL,,,,,womens-polo-red-07-4xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,XS,,,,,womens-polo-black-00-xs,,,Underground Sports Shop,,0,0,0,5,5,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,S,,,,,womens-polo-black-01-s,,,Underground Sports Shop,,0,0,0,10,10,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,M,,,,,womens-polo-black-02-m,,,Underground Sports Shop,,0,0,0,19,19,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,L,,,,,womens-polo-black-03-l,,,Underground Sports Shop,,0,0,0,14,14,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,XL,,,,,womens-polo-black-04-xl,,,Underground Sports Shop,,0,0,0,2,2,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,2XL,,,,,womens-polo-black-05-2xl,,,Underground Sports Shop,,0,0,1,2,3,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,3XL,,,,,womens-polo-black-06-3xl,,,Underground Sports Shop,,0,0,0,1,1,
nsls-contoured-fit-ogio-polo-black,NSLS Contoured Fit OGIO Polo - Women's - Black,Size,4XL,,,,,womens-polo-black-07-4xl,,,Underground Sports Shop,,0,0,0,5,5,
womens-nsls-ogio-polo-3,Women's NSLS OGIO Polo - Grey,Size,2XL,,,,,womens-polo-grey-05-2xl,,,Underground Sports Shop,,0,0,0,0,0,
womens-nsls-ogio-polo-3,Women's NSLS OGIO Polo - Grey,Size,3XL,,,,,womens-polo-grey-06-3xl,,,Underground Sports Shop,,0,0,0,1,1,
nsls-car-magnet,NSLS Car Magnet,Title,Default Title,,,,,car-magnet,,,Underground Sports Shop,,0,0,1,60,61,
coin-zip-key-chain,Coin Zip Key Chain,Title,Default Title,,,,,coin-zip,,,Underground Sports Shop,,0,0,0,0,0,
nsls-embroidered-patch,NSLS Embroidered Patch,Title,Default Title,,,,,nsls-patch,,,Underground Sports Shop,,0,0,2,29,31,
nsls-lanyard,NSLS Lanyard,Title,Default Title,,,,,nmp-l,,,Underground Sports Shop,,0,0,0,78,78,
nsls-water-bottle-pack-of-5,NSLS Water Bottle (Pack of 5 Save 20%),Title,Default Title,,,,,bulk-water-bottle,,,Underground Sports Shop,,0,0,0,11,11,
vintage-car-decal,Vintage Car Decal,Title,Default Title,,,,,society-car-decal,,,Underground Sports Shop,,0,0,0,0,0,
alumni-recognition-package,Embossed Alumni Padfolio,Title,Default Title,,,,,s-ark-1,,,Underground Sports Shop,,0,0,0,0,0,
wooden-certificate-plaque,Wooden Certificate Plaque,Title,Default Title,,,,,plaque-eboard,,,Underground Sports Shop,,0,0,3,75,78,
mens-society-ogio-polo,Men's Society OGIO Polo - Grey,Size,XS,,,,,mens-polo-grey-00-xs,,,Underground Sports Shop,,0,0,0,0,0,
mens-gym-shorts-black,Men's Gym Shorts,Size,S,Color,Black,,,Men's Gym Shorts - Small Black,,,Underground Sports Shop,,0,0,0,0,0,
nsls-stickers-pack-of-5,NSLS Stickers (Pack of 5),Title,Default Title,,,,,sticker-pack-5,,,Underground Sports Shop,,0,0,0,108,108,
nsls-license-plate-holder,NSLS License Plate Holder,Title,Default Title,,,,,License-Plate-Holder,,,Underground Sports Shop,,0,0,1,0,1,
nsls-luggage-tag,NSLS Luggage Tag,Title,Default Title,,,,,Luggage-Tag,,,Underground Sports Shop,,0,0,0,1,1,
sigma-alpha-pi-key-chain,Sigma Alpha Pi Key Chain,Title,Default Title,,,,,Key-Chain,,,Underground Sports Shop,,0,0,0,0,0,
nsls-folder-pack-of-6,NSLS Folder (Pack of 6),Title,Default Title,,,,,Society-Folder,,,Underground Sports Shop,,0,0,0,0,0,
nsls-frisbee,Frisbee,Title,Default Title,,,,,Society-Frisbee,,,Underground Sports Shop,,0,0,0,0,0,
large-society-weekender-duffel,Large Society Weekender Duffel,Title,Default Title,,,,,Society-Weekender-Bag,,,Underground Sports Shop,,0,0,1,8,9,
nsls-tumbler-mega-cup,NSLS Tumbler - 24 oz,Title,Default Title,,,,,Society-Tumbler,,,Underground Sports Shop,,0,0,7,121,128,
nsls-executive-pen,NSLS Executive Pen (old),Title,Default Title,,,,,society-executive-pen,,,Underground Sports Shop,,0,0,0,0,0,
sigma-alpha-pi-ladies-fitted-v-neck-t-shirt,Sigma Alpha Pi Ladies’ Fitted V-Neck T-Shirt,Size,XS,,,,,v-neck-shirt-xs,,,Underground Sports Shop,,0,0,0,1,1,
mens-nsls-sweatpants,Men's NSLS Sweatpants,Size,S,,,,,mens-society-sweatpants-01-s,,,Underground Sports Shop,,0,0,0,0,0,
womens-nsls-sweatpants,Women's NSLS Sweatpants,Size,4XL,,,,,womens-society-sweatpants-07-4xl,,,Underground Sports Shop,,0,0,0,0,0,
official-nsls-table-cover,Official NSLS Table Cover,Title,Default Title,,,,,table-cover,,,Underground Sports Shop,,0,0,0,0,0,
official-nsls-name-tag,Official NSLS Name Tag,Title,Default Title,,,,,society-name-tag,,,Underground Sports Shop,,0,0,6,441,447,
nsls-binder,NSLS Binder,Title,Default Title,,,,,society-binder,,,Underground Sports Shop,,0,0,0,0,0,
national-society-of-leadership-and-success-car-decal,NSLS Car Decal,Title,Default Title,,,,,car-decal,,,Underground Sports Shop,,0,0,3,3689,3692,
nsls-lapel-pin,NSLS Lapel Pin,Title,Default Title,,,,,society-lapel-pin,,,Underground Sports Shop,,0,0,2,13477,13479,
nsls-graduation-stole,NSLS Graduation Stole,Title,Default Title,,,,,graduation-stole,,,Underground Sports Shop,,0,0,3,3379,3382,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,L,,,,,society-hooded-sweatshirt-l,,,Underground Sports Shop,,0,0,0,0,0,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,M,,,,,society-hooded-sweatshirt-m,,,Underground Sports Shop,,0,0,0,0,0,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,S,,,,,society-hooded-sweatshirt-s,,,Underground Sports Shop,,0,0,0,0,0,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,XL,,,,,society-hooded-sweatshirt-xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,2XL,,,,,society-hooded-sweatshirt-xxl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,3XL,,,,,society-hooded-sweatshirt-xxxl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,4XL,,,,,society-hooded-sweatshirt-4X,,,Underground Sports Shop,,0,0,0,0,0,
nsls-hooded-sweatshirt,Greek Letter Hooded Sweatshirt,Size,5XL,,,,,society-hooded-sweatshirt-5X,,,Underground Sports Shop,,0,0,0,0,0,
nsls-graduation-cords,NSLS Graduation Cords,Title,Default Title,,,,,graduation-cords,,,Underground Sports Shop,,0,0,94,1917,2011,
nsls-pennant,Sigma Alpha Pi Pennant,Title,Default Title,,,,,npm-p,,,Underground Sports Shop,,0,0,0,228,228,
womens-greek-letter-racerback-tank,Women's Greek Letter Racerback Tank,Size,S,,,,,ladies-greek-tank-01-s,,,Underground Sports Shop,,0,0,0,0,0,
nsls-top-load-backpack,NSLS Top Load Backpack,Title,Default Title,,,,,nsls-backpack,,,Underground Sports Shop,,0,0,0,2,2,
sigma-alpha-pi-tassel-charm,Sigma Alpha Pi Tassel Charm,Title,Default Title,,,,,society-tassel-charm,,,Underground Sports Shop,,0,0,10,16041,16051,
nsls-graduation-set-stole-cords-tassel-charms,"NSLS Graduation Set (Stole, Cords & Tassel Charm)",Title,Default Title,,,,,NSLS Grad Set,,US,Underground Sports Shop,,0,0,24,1917,1941,
advanced-graduation-set-stole-cords-tassel-charms,"Advanced Graduation Set (Stole, Cords & Tassel Charms)",Title,Default Title,,,,,Adv Grad Set,,,Underground Sports Shop,,0,0,0,677,677,
nsls-thank-you,NSLS Thank You,Title,Default Title,,,,,nsls-thank-you,,,Underground Sports Shop,,0,0,0,0,0,
official-nsls-banner,Official NSLS Banner,Title,Default Title,,,,,society-banner-grey,,,Underground Sports Shop,,0,0,0,0,0,
nsls-notepad,NSLS Notepad,Title,Default Title,,,,,notepad,,,Underground Sports Shop,,0,0,0,0,0,
nsls-phone-grip-stand-pack-of-10,NSLS Phone Grip & Stand (Pack of 10 Save 20%),Title,Default Title,,,,,bulk-phone-grip,,,Underground Sports Shop,,0,0,0,196,196,
nsls-folders-pack-of-15,NSLS Folders (Pack of 15 Save 20%),Title,Default Title,,,,,bulk-folder,,,Underground Sports Shop,,0,0,0,0,0,
nsls-pennant-pack-of-10,Sigma Alpha Pi Pennant (Pack of 10 Save 20%),Title,Default Title,,,,,bulk-pennant,,,Underground Sports Shop,,0,0,0,22,22,
official-nsls-name-tag-pack-of-10,Official NSLS Name Tag (Pack of 10 Save 20%),Title,Default Title,,,,,bulk-nametag,,,Underground Sports Shop,,0,0,1,44,45,
nsls-water-bottle,NSLS Water Bottle,Title,Default Title,,,,,nmp-wb,,,Underground Sports Shop,,0,0,2,56,58,
greek-letter-travel-cup-pack-of-10,Greek Letter Travel Cup (Pack of 10 Save 20%),Title,Default Title,,,,,bulk-travel-cup,,,Underground Sports Shop,,0,0,0,0,0,
the-greek-letter-tee,Greek Letter Tee,Size,S,,,,,uni-fitted-greek-tee-01-s,,,Underground Sports Shop,,0,0,0,0,0,
the-greek-letter-tee,Greek Letter Tee,Size,M,,,,,uni-fitted-greek-tee-02-m,,,Underground Sports Shop,,0,0,0,0,0,
the-greek-letter-tee,Greek Letter Tee,Size,L,,,,,uni-fitted-greek-tee-03-l,,,Underground Sports Shop,,0,0,0,0,0,
the-greek-letter-tee,Greek Letter Tee,Size,XL,,,,,uni-fitted-greek-tee-04-xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-fleece-vest-mens,NSLS Fleece Vest - Men's,Size,S,,,,,fleece-vest-mens-01-s,,,Underground Sports Shop,,0,0,0,0,0,
nsls-fleece-vest-mens,NSLS Fleece Vest - Men's,Size,M,,,,,fleece-vest-mens-02-m,,,Underground Sports Shop,,0,0,0,0,0,
nsls-fleece-vest-mens,NSLS Fleece Vest - Men's,Size,L,,,,,fleece-vest-mens-03-l,,,Underground Sports Shop,,0,0,0,0,0,
nsls-fleece-vest-mens,NSLS Fleece Vest - Men's,Size,XL,,,,,fleece-vest-mens-04-xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-fleece-vest-mens,NSLS Fleece Vest - Men's,Size,2XL,,,,,fleece-vest-mens-05-2xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-fleece-vest-mens,NSLS Fleece Vest - Men's,Size,3XL,,,,,fleece-vest-mens-06-3xl,,,Underground Sports Shop,,0,0,0,0,0,
nsls-pompom-beanie,NSLS Pompom Beanie,Size,One Size Fits All,,,,,b-pompom,,,Underground Sports Shop,,0,0,0,0,0,
nsls-stickers-pack-of-50,NSLS Stickers (Pack of 50 Save 20%),Title,Default Title,,,,,bulk-sticker-50-pack,,,Underground Sports Shop,,0,0,0,10,10,
classic-nsls-executive-pen-pack-of-20,Classic NSLS Executive Pen (Pack of 20 Save 20%),Title,Default Title,,,,,bulk-classic-pen,,,Underground Sports Shop,,0,0,0,0,0,
graduation-set-with-nsls-medallion,Graduation Set with NSLS Medallion,Do you want to personalize it?,Skip personalization,,,,,medallion-graduation-set,,,Underground Sports Shop,,0,0,9,1917,1926,
executive-graduation-set-stole-cords-tassel-charms,"Executive Graduation Set (Stole, Cords & Tassel Charms)",Title,Default Title,,,,,executive-graduation-set,,,Underground Sports Shop,,0,0,0,289,289,
nsls-phone-grip-stand,NSLS Phone Grip & Stand,Title,Default Title,,,,,pop,,,Underground Sports Shop,,0,0,0,750,750,
classic-member-tee,NSLS Classic Tee,Size,S,,,,,vin-mem-tee-01-s,,,Underground Sports Shop,,0,0,0,46,46,
classic-member-tee,NSLS Classic Tee,Size,M,,,,,vin-mem-tee-02-m,,,Underground Sports Shop,,0,0,1,15,16,
classic-member-tee,NSLS Classic Tee,Size,L,,,,,vin-mem-tee-03-l,,,Underground Sports Shop,,0,0,0,15,15,
classic-member-tee,NSLS Classic Tee,Size,XL,,,,,vin-mem-tee-04-xl,,,Underground Sports Shop,,0,0,2,19,21,
classic-member-tee,NSLS Classic Tee,Size,2XL,,,,,vin-mem-tee-05-2xl,,,Underground Sports Shop,,0,0,0,57,57,
classic-member-tee,NSLS Classic Tee,Size,3XL,,,,,vin-mem-tee-06-3xl,,,Underground Sports Shop,,0,0,0,68,68,
nsls-frisbee-pack-of-5,NSLS Frisbee (Pack of 5 Save 20%),Title,Default Title,,,,,bulk-frisbee,,,Underground Sports Shop,,0,0,0,0,0,
society-luggage-tag-pack-of-10,Society Luggage Tag (Pack of 10),Title,Default Title,,,,,bulk-luggage-tag,,,Underground Sports Shop,,0,0,0,0,0,
society-license-plate-holder-pack-of-5,Society License Plate Holder (Pack of 5),Title,Default Title,,,,,bulk-license-plate,,,Underground Sports Shop,,0,0,0,20,20,
society-car-magnet-pack-of-5,NSLS Car Magnet (Pack of 5),Title,Default Title,,,,,bulk-magnet,,,Underground Sports Shop,,0,0,0,12,12,
alumni-recognition-keepsake,NSLS Recognition Keepsake,Title,Default Title,,,,,alumni-keepsake,,,Underground Sports Shop,,not stocked,not stocked,not stocked,not stocked,not stocked,
